_id,IdServiceInstance,ExternalCode,MetaISCode,ServiceName,ServiceType,ExtId,InstitutionName,ValidFrom,ValidTo,ServiceUrl,ServiceInfoURL,LastUpdated,FormURL
5407,29644,sluzba_is_703,sluzba_egov_8653,"Opravy, zmeny zápisov a dodatočných zápisov matričných udalostí",Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-10-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/matrika-zivotna-udalost/ziadost-zmena-mena-priezviska-ine+zmeny-opravy/podanie-ziadosti+o+opravy-zmeny+zapisov+a+dodatocnych+zapisov+matricnych+udalosti/,http://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/matrika-zivotna-udalost/ziadost-zmena-mena-priezviska-ine+zmeny-opravy/podanie-ziadosti+o+opravy-zmeny+zapisov+a+dodatocnych+zapisov+matricnych+udalosti/,2018-09-04T05:02:08,
5408,29645,sluzba_is_704,sluzba_egov_8654,Podávanie oznámení o späťvzatí/upustení používania priezviska po rozvode,Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-10-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/matrika-zivotna-udalost/ziadost-zmena-mena-priezviska-ine+zmeny-opravy/podanie-oznamenia-o-spatvzati-upusteni-pouzivania-priezviska-po-rozvode/,http://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/matrika-zivotna-udalost/ziadost-zmena-mena-priezviska-ine+zmeny-opravy/podanie-oznamenia-o-spatvzati-upusteni-pouzivania-priezviska-po-rozvode/,2018-09-04T05:02:08,
5409,29646,sluzba_is_48960,sluzba_egov_8756,"Určenie mena, určenie rodného priezviska",Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-10-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/matrika-zivotna-udalost/ziadost-zmena-mena-priezviska-ine+zmeny-opravy/podanie-ziadosti-o-urcenie-mena-urcenie+rodneho+priezviska/,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/matrika-zivotna-udalost/ziadost-zmena-mena-priezviska-ine+zmeny-opravy/podanie-ziadosti-o-urcenie-mena-urcenie+rodneho+priezviska/inf-ziadost-o-urcenie-mena-rodneho-priezviska,2018-09-04T05:02:08,
5410,29647,sluzba_is_48961,sluzba_egov_8757,Zmena mena a priezviska - okresný úrad,Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-10-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/matrika-zivotna-udalost/ziadost-zmena-mena-priezviska-ine+zmeny-opravy/podanie-ziadosti-o-zmenu-mena-priezviska-okresny-urad/,http://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/matrika-zivotna-udalost/ziadost-zmena-mena-priezviska-ine+zmeny-opravy/podanie-ziadosti-o-zmenu-mena-priezviska-okresny-urad/,2018-09-04T05:02:08,
5326,28024,sluzba_egov_1064,sluzba_egov_1064,Podanie žiadosti o vydanie občianskeho preukazu s čipom,Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-07-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/myportal/domov/eid/elektronicke-sluzby/vydanie,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/menu-doklady/sluzba-ziadost-vydanie+obcianskeho+preukazu+s+cipom/,2018-09-04T05:02:08,
5327,28027,ks_333600,ks_333600,Poskytnutie referenčných údajov na základe atribútov adresy,Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-07-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/portal/domov/com.ness.ra/com.ness.ra_/com.ness.ra.addresses/com.ness.ra.addresses.address_verify/!ut/p/a1/pZJNb4JAEIZ_Sw8ey86ifHhkEQG_WsRW4WJWWXSNgFGk6q8vWFNjUqHGuezs5nln3sws8tEE-THN-IKmPInpurj78rQBumF1utBRHUcHTXc7BJsqBkXOAS8H4E5ocNbrpmY1lF7-0FBFsFvEainNPkBfuuhLgNv-1igv2m1LVtMZ1MHEF30JUOa_jSv62_L_9PeAofKg3uwRFTTDJc2O4oApSs_pXeU5_21ctf8x8s8IFkUbEzd3oDpN0ExbVkSDYFBxBWDDBSjbwRko-2SlNost3AJ_jLkUyOfo5YNS7rYY1JFb1FjRjB6EHdtma5YKPJ6v9wETNjRdTnkcJsirwWoX1oAGW7ajNdCKc_-WsS1PhcMyjdZFlXkSCXwWCSGds52wSbZpUS1KAoa8jLMv5BHkZyMSJwvk6de0dU1L3X7KT7il5Pg-Dwg7aeQRx8bVW_uamr_puMrxJvr4iQlwm9uvdHZiQ0vaZAPJCI_ayzdJzvc2/dl5/d5/L3dHQSEvUUtRZy9nQSEh/,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/Register+adries/poskytovanie_referencnych_udajov/poskytnutie_referencnych_udajov_na_zaklade_atributov_adresy/,2018-09-04T05:02:08,
5328,28028,ks_333606,#ks_333606,Poskytnutie datasetov adresných bodov obce alebo časti obce,Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-07-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/myportal/domov/com.ness.ra/com.ness.ra_/com.ness.ra.addresses/com.ness.ra.addresses.datasets/!ut/p/a1/pVJdb4IwFP0tPvg4emFq8bFFVkGnUbYovJiqVWvkI4DM7dcPjMlYMuuMfelpcs49J-cWBWiOgogXcstzGUf8UL2DzqIFlt13B-Cak4kFxPJcqjNTZ2MoCX5JgCuHwFmvG4ajUw9cZk66QJjTwYZNdRi0L3oFQeEPuHPRW4z0W3hYOrZMA5we7fdw9xXA6fwvv8LgIf0U36lnQ2oCsT3adfEEmNF-TO_d9J-hQLkiU79BcOBCUO3gTFB9EuWaqxZ_E_6oSUkoe_DLovBVi9Ez8qoZe17wk5aJtDiIXJPR6nBcCy3h-W4ho02M_Cbss00T-DoVGW8Cqe7juBCpzLXTLg8P1ZRVHGpyGWobvhKZlsRpXk0L47VAfiHFB_IJRUHxRqN4i3xaw1YNqwKzMX4gcCRovP7s8Zxn4q7YvVo8u4ZffvDsVuwkfD-fOUhHOk98-SWm_XZSjNr25pM0Gt97TMJ5/#Z7_40CEHJK0JGEF20A0GU1JUA00G3, https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/Register+adries/poskytovanie_referencnych_udajov/datasety-adresnych-bodov-obce-alebo-casti-obce/,2018-09-04T05:02:08,
5329,28029,ks_333605,#ks_333605,Poskytnutie referenčných údajov podľa zoznamu identifikátorov adresy - výpis zoznamu adries s adresným bodom z RA,Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-07-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/portal/domov/com.ness.ra/com.ness.ra_/com.ness.ra.addresses/com.ness.ra.addresses.addresses_by_identifiers_with_address_points/!ut/p/a1/rZLNcoIwFIWfxqVwg0JwSVAD-NNSWqtunKihxoo4gtT69AXHLhxrGIdmk0nmO_ec3Fx1qo7V6ZZl4oOlIt6yTXGeGrMm2B3H64Fn-r4Nlh14BFETUYpzYJIDcGdZcNbb1HKauJ9fNE0N3DZx2rg1ABjoF70EuPZ3XvOiva7utPxhAyi66CWAJD90UYm_a0j1I_3G_8ZApsdGiR5X9H_BD-ppn5hgdQLS8rAPVNOr6QNcLf9IL5u_d3V6RpCmuYgEeQLTb4FFXQNrHYLARCWACxdANgNnQDbk0mcWv3AN_NFmKZD3cZI3Ct-1GDbUoKixZhk7KgnfZxueKmK72ByWXNmxdDUT2zBWJzVYJ2EN2HLPE1YDq9gPTxnfi1Q5rtJoU1RZxJEi5pESsgVPlF28T4tqUbzk6iQT_KskzMioEIaR7-fFkvCTRf4rEAVUOVDwUJwg-VR30dvvGoNwhVtn81MYRWZD32XDuvUD4F46Jw!!/dl5/d5/L2dBISEvZ0FBIS9nQSEh/, https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/Register+adries/poskytovanie_referencnych_udajov/vypis-zoznamu-adries-s-adresnym-bodom-z-RA/,2018-09-04T05:02:08,
5330,28030,ks_333604,#ks_333604,Poskytnutie referenčných údajov podľa identifikátora adresy - výpis jednej adresy s adresným bodom z Registra adries,Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-07-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/portal/domov/com.ness.ra/com.ness.ra_/com.ness.ra.addresses/com.ness.ra.addresses.address_by_identifier_with_address_point/!ut/p/a1/rZJJc4IwGIZ_Sw8eJV9QCB6JC-DWUrqoFydirHHYBpBaf33BsQdnaqhjc8mEed6FL0ELNEOLiBXig-UijlhQnRf6sg3dvj0cwdBw3S6YXW9IsWVgeNNKYF4CcGWZcNJ3LdNuk3H5oW2o4PSo3SOdCcDkRy8BLvPtl9J0NNDsjjttgYXPegkg6z_ANfmO_rf_lwTI9ESv0ZM785_JjXprTA0w-x7tDIkLlqrdp_dq89_R4oRgVXUw9UoHw-2AaTk6UfsUg4FrAAfOgOwOT4DskUprVlO8BH4ZkxQo5zAvB0WuRkxbyKs8dqxgByXjaRHwXBGRH-zXXElYvl2KaBOjeQN22aYBbJ3yjDXArPb9Y8FTkSuHbR4GlYsfh4pYhcqG-TxTkjjNK7cwXnM0LwT_rCnzpt9RhtGvJ39N-dGk_1XIAnx3Ie-mOh6PUBK-ntcMhCOcJlsdN2FotLSkmDbNh29uxAN9/dl5/d5/L0lHSkovd0RNQUxrQUVnQSEhLzRKU0Uvc2s!/,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/Register+adries/poskytovanie_referencnych_udajov/referencne_udaje_podla_identifikatora_adresy_vypis_jednej_adresy_s_adresnym_bodom/,2018-09-04T05:02:08,
5331,28031,ks_333602,#ks_333602,Poskytnutie referenčných údajov podľa identifikátora adresy - výpis jednej adresy z Registra adries,Externé služby,ico://sk/00151866,Ministerstvo vnútra Slovenskej republiky,2015-07-01T00:00:00,2050-01-01T00:00:00,https://portal.minv.sk/wps/portal/domov/com.ness.ra/com.ness.ra_/com.ness.ra.addresses/com.ness.ra.addresses.address_by_identifier/!ut/p/a1/pZJJc4IwGIZ_iwePhQ9ElmOCyuLSUroIFydCqHFYHEBq_fUFaw_OVKhjLpkwz7vwJbzPL3k_JRX7ICXLUhI3Z19eSaCPTXsKtuo4OiDdtbFgqAJMhBrwagCuLAQnvW4gU1Jm9QdJFcEaYXOkaHOA-fCsbwEu882X2nQ6GZqasxiA8ZvfArT1V-SOfEv-3_-3BNylf1Zu1BszrAIau1izFQcMcXif3u3Mf-f9EyKIoiVgt3ZQHQ2QYcmKOMYCqEIHYMEZaLuDE9D2yFprNlO8BP4YUytQz8GrB6VcjVgMeLfx2JKKHLiC5lVMS46lQbwPKbcj5WbF0ijjvT5si6gPJMxpQfqAmn3_WNGcldxhUyZx4xJkCcfWCReRgBbcLsvLxi3JQsp7FaOfHWXe5DvKEPz1FISYHhG-oZBLU36XvP6sJTCLWQ9kfYySRB1IqNf7Bm56SeU!/dl5/d5/L0lHSkovd0RNQURrQUVnQSEhLzRKU0Uvc2s!/,https://portal.minv.sk/wps/wcm/connect/sk/site/main/zivotne-situacie/Register+adries/poskytovanie_referencnych_udajov/referencne_udaje_podla_identifikatora_adresy/,2018-09-04T05:02:08,
